CustomerID,Name,Email,Date,Amount,Country
058,Mike Okoro,mike80@gmail.com,23/03/22,209.74,Ghana
095,musty   khan,musty24@company.ng,20/09/22,178.73,Nigeria
143,SamuelKhan,samuelkhan90@mail.com,2023-03-04,-186.19,nigeria
021,Daniel      Smith,daniel26@company.ng,2021/08/27,338.63,Nigeria
060,Musa   Ali, musa42@hotmail.com ,2023/08/03,346.09,ghana
135,Rahmon John,rahmon44@gmail.com,02/08/24,584.52,GHANA
142,MaryJohn,maryjohn24@yahoocom,09/02/22,162.09,Ghana
030,Mike   John,mike25@yahoo.com,2021/03/14,206.6,nigeria
057,Grace Okoro,grace37@company.ng,04/08/24,621.59,Uganda
125,jennifersmith,jennifersmith15@mail.com,2021/04/04,2892.0,Kenya
054,mike  mensah,mike90@company.ng,2021/05/32,397.71,NIGERIA
146,John  Oladipo,john74@gmail.com,21-08-2021,437.31,Uganda
073,"""JenniferKhan""",jenniferkhan74@gmail.com,09/10/22,332.47,NIGERIA
016,Rahmon  Ade,rahmon75@gmail.com,09/02/22,418.06,Ghana
170,samuel  smith,samuel8@company.ng,2023/12/24,336.29,Ghana
124,Samuel   Otto,samuel23@hotmail.com,2021-22-04,331.33,Ghana
165,AbdulAli,abdulali42@mail.com,05/14/2023,256.25,nigeria
105,samuel   khan,,06/29/2021,288.43,South Africa
056,AbdulAde,abdulade17@company.ng,10-04-2021,327.7,Kenya
165,RahmonAmusa,rahmonamusa29@hotmail.com,04-10-2023,160.96,ghana
149,Samuel  Oladipo,samuel89@companyng,02-05-2023,140.65,kenya
175,john  smith,john78@hotmail.com,18/05/23,139.37,NIGERIA
156,Aisha  John,aisha81@yahoocom,2021-10-03,198.46,ghana
074,JaneAmusa,janeamusa16@company.ng,02/17/2024,344.42,Nigeria
027,Samuel   Khan,samuel49@yahoo.com,11/25/2023,229.21,nigeria
008,Mary  Ade,mary91@hotmail.com,11-09-2021,393.85,kenya
081,Abdul John,abdul87@mail.com,10/05/2022,200.73,South Africa
163,Rahmon Smith,rahmon21@gmail.com,01-02-2024,282.65,ghana
164,jennifer  ali,jennifer67@gmail.com,2022-10-12,314.56,NIGERIA
050,John  Oladipo,john21@gmail.com, 2023-11-04 ,395.09,NIGERIA
143,Mary   Smith,mary46@gmail.com,2024-25-02,251.69,kenya
055,janeamusa,janeamusa50@mail.com,25/03/24,356.35,ghana
041,Samuel Khan,samuel60@gmail.com,2022-21-08,78.22,kenya
163,AishaOkoro,aishaokoro59@hotmailcom,10/07/21,58.88,ghana
176,Samuel Oladipo,samuel61@gmail.com,01/23/2024,413.85,nigeria
164,jane   doe, jane12@company.ng ,17-05-2024,374.51,kenya
080,samuel   smith,samuel1@yahoo.com,19-01-2024,114.33,kenya
110,Jennifer   John,jennifer79@yahoo.com,2022-04-01,388.25,kenya
071,SamuelOkoro,samuelokoro38@@yahoo.com,09/05/2024,236.9,NIGERIA
011,Rahmon   Rahman, rahmon98@gmail.com ,11/05/2022,357.8,nigeria
054,Samuel  Khan,,2024-08-04,84.62,GHANA
127,"""Mary   Otto""",mary43@gmail.com,2021-02-10,275.81,kenya
044,Mike Rahman,mike63@mail.com,30/01/23,351.17,South Africa
098,mary    mensah,mary54@hotmail.com,24-08-2023,264.81,kenya
004,JenniferRahman,jenniferrahman62@hotmail.com,06-11-2024,6.05,South Africa
018,Jane Okoro,jane72@@yahoo.com,04/22/2023,134.05,Nigeria
023,Musty Amusa,musty16@@yahoocom,2022-12-12,351.97,Uganda
171,Musa  Okoro,musa75@hotmailcom,15/11/24,227.36,kenya
158,Rahmon  Rahman,rahmon97@gmail.com,19-08-2022,264.48,nigeria
095,aisha otto,aisha39@gmail.com,2022-19-04,291.07,Kenya
114,Aisha  Khan,aisha22@yahoo.com,04/16/21,230.14,NIGERIA
147,DanielAli,danielali9@yahoo.com,01/10/2023,215.06,kenya
046,Samuel  Oladipo,samuel78@company.ng,2024/11/19,458.07,Kenya
028,Grace Khan,grace31@mail.com,2022/11/29,421.93,nigeria
138,Samuel  Otto,samuel44@mail.com,2021-19-09,209.9,Ghana
138,Rahmon   Oladipo,rahmon97@yahoo.com,26/02/21,327.97,South Africa
055,mikesmith,mikesmith32@yahoo.com,10/04/24,264.88,Nigeria
046,Musty John,musty10@mail.com,2024-18-10,89.72,Ghana
124,Peace   Amusa,peace58@hotmail.com,28/02/21,141.34,nigeria
125,Aisha Smith,aisha66@gmail.com,2021/08/31,463.34,kenya
100,Samuel Ali,samuel8@hotmail.com,2022/04/22,444.51,Nigeria
054,JenniferAli,jenniferali81@yahoo.com,2022-04-01,-44.66,Uganda
070,John  Smith,john14@@hotmail.com,2023-19-02,474.47,NIGERIA
139,rahmondoe, rahmondoe39@yahoo.com ,28/06/21,115.37,GHANA
074,Jennifer   Rahman,jennifer29@mail.com,2022-25-07,120.57,GHANA
057,SamuelOtto,samuelotto62@hotmail.com,2021-26-12,647.2,South Africa
158,jennifer  okoro,jennifer89@hotmail.com,2023/05/17,182.51,Kenya
082,SamuelOtto,samuelotto51@hotmail.com,2022-035-01,224.48,ghana
039,mary oladipo,mary69@hotmail.com,2024-17-03,518.03,ghana
043,SamuelKhan,samuelkhan92@yahoo.com,26/11/23,229.58,South Africa
116,John   Doe,john79@gmail.com,26/03/21,530.71,NIGERIA
009,Abdul   Doe,abdul97@yahoo.com,17/06/24,310.47,Nigeria
024,Samuel  Khan,samuel93@hotmail.com, 2021/11/15 ,503.44,ghana
142,Mary  Amusa,mary36@gmail.com,02-07-2022,192.02,kenya
064,Samuel  Doe,samuel61@yahoo.com,2021-28-03,72.09,Nigeria
020,Jennifer Oladipo,jennifer41@hotmail.com,07/17/2023,121.3,Ghana
155,Samuel Doe,samuel3@company.ng,25/12/21,325.71,ghana
129,samuel john,samuel99@company.ng,07/22/2024,388.03,ghana
119,Aisha Amusa,aisha72@hotmail.com,26-12-2022,268.78,NIGERIA
068,Samuel Mensah,samuel75@gmail.com,2022-18-06,19.91,ghana
147,Grace Okoro,grace9@mail.com,2021-26-06,343.96,GHANA
173,"""Samuel  Ade""",samuel99@company.ng,27/11/24,-12.66,Ghana
161,Samuel Amusa,samuel51@hotmail.com,2024/06/08,152.77,GHANA
031,MaryKhan,marykhan97@@gmail.com,26/12/23,296.02,Ghana
087,Rahmon  Mensah,rahmon81@mail.com,03/17/2021,521.68,Uganda
088,GraceAli,graceali52@hotmail.com,14-04-2022,375.75,South Africa
085,Grace  Rahman, grace97@company.ng ,2024-08-08,385.63,ghana
003,"""Daniel  Khan""",daniel71@company.ng,2022/12/06,184.08,South Africa
069,Rahmon@Ali,rahmonali57@hotmail.com,2023-22-10,410.77,nigeria
100,MusaKhan,musakhan83@mail.com,2021/09/23,416.2,GHANA
034,Jennifer Otto,jennifer86@yahoo.com, 11/07/21 ,-92.96,nigeria
085,Peace  Khan,peace18@yahoo.com,2021-25-10,369.32,Ghana
056,Peace   Ade,peace16@company.ng,040/10/21,462.46,NIGERIA
118,Grace Okoro,grace69@gmail.com,05/16/2022,41.26,NIGERIA
085,RahmonMensah,rahmonmensah70@@mail.com,11-04-2022,351.54,kenya
091,John   Doe,john37@mail.com,20/01/23,80.47,NIGERIA
158,samuel  oladipo,samuel89@gmail.com,08/23/2024,209.97,South Africa
059,Peace  Otto,peace79@company.ng,11-01-2021,202.26,Uganda
161,Aisha  Okoro,aisha45@hotmailcom,07/31/2022,342.15,Nigeria
036,Abdul   Oladipo,abdul81@company.ng,2024/10/09,93.35,nigeria
128,AbdulKhan,abdulkhan32@company.ng,12/31/2024,176.9,nigeria
041,Samuel Khan,samuel60@gmail.com,2022-21-08,78.22,kenya
058,musty   oladipo,musty65@@hotmail.com,2024/11/02,402.94,GHANA
036,Abdul Okoro,abdul26@company.ng,04/20/2023,113.14,kenya
002,Samuel  Amusa,samuel93@company.ng,29-09-2024,582.93,Uganda
143,GraceOkoro,graceokoro75@hotmail.com,24-08-2023,454.65,Ghana
151,Samuel  Doe,samuel14@hotmail.com,30/03/21,279.26,GHANA
060,Peace   Mensah,peace37@mail.com,04/18/2024,348.61,South Africa
135,Grace Okoro,grace33@hotmail.com,07-09-2024,353.57,NIGERIA
076,Peace Ali,peace6@mail.com,07-06-2022,377.26,nigeria
079,Mike   Oladipo,mike43@company.ng,01/30/2022,116.87,South Africa
069,aisha   amusa,aisha55@mail.com,2022/09/17,319.61,Kenya
068,"""MikeAde""",mikeade38@company.ng,04/12/2023,194.69,kenya
045,Musa   Ali,musa62@hotmail.com,18-08-2023,391.75,ghana
113,John  Ade,john15@gmail.com,13-08-2022,516.19,nigeria
021,MusaAli,musaali7@@company.ng,2022-22-06,202.0,South Africa
173,RahmonAde,rahmonade6@company.ng,2022/06/19,13.01,Uganda
157,Musty Okoro,musty53@company.ng,08-08-2024,376.99,NIGERIA
156,Samuel   Amusa,samuel68@companyng,25-07-2023,242.2,Nigeria
092,Musa  Mensah,musa94@@yahoo.com,08-03-2024,263.19,GHANA
063,PeaceJohn,,01/15/2024,-131.95,ghana
148,jane  khan,jane68@mail.com,08/22/2021,532.49,Uganda
037,samuelsmith,samuelsmith59@mail.com,2023-20-07,296.86,ghana
162,SamuelMensah,samuelmensah62@hotmail.com, 2022/06/17 ,360.75,nigeria
163,rahmon   smith,rahmon39@gmail.com,07/03/23,439.69,GHANA
099,Rahmon Smith,rahmon3@hotmail.com,05-11-2024,242.24,South Africa
052,Rahmon  Mensah,rahmon12@gmail.com,28-07-2023,301.95,ghana
137,jennifer doe,jennifer54@gmail.com,25-02-2022,332.11,GHANA
085,Aisha Ali,aisha33@company.ng, 2023/01/04 ,349.69,ghana
083,Aisha!!Khan,aishakhan40@hotmail.com,04/04/2021,72.77,ghana
067,Jane   Okoro,jane12@company.ng,2023/06/03,177.63,South Africa
135,Jane Otto,jane58@gmail.com,2024-11-09,446.33,ghana
043,Samuel!Rahman,samuelrahman32@yahoo.com,2021-11-06,35.54,Kenya
089,Abdul  Mensah,abdul89@@hotmail.com,2023-11-01,282.79,GHANA
042,Jane  Khan,jane1@mail.com,06/23/2024,366.57,NIGERIA
094,abdul   okoro,abdul65@hotmail.com,2021/09/18,266.13,GHANA
011,Peace  Doe,peace4@mail.com,07/18/2022,473.79,Uganda
022,DanielOtto, danielotto49@yahoo.com ,2024/09/12,537.9,Uganda
085,Musa Doe,musa20@mail.com,2022/06/09,325.98,Kenya
140,Samuel  Ade,samuel63@company.ng,2023/07/01,394.44,GHANA
081,Daniel   John,daniel78@hotmail.com,06/05/2022,146.34,Uganda
164,Daniel  Khan,daniel20@yahoo.com,26-10-2024,337.57,South Africa
153,Mike Okoro,mike6@company.ng,11/11/22,310.28,NIGERIA
031,aisha   doe,aisha81@company.ng,2024/03/06,198.0,Ghana
135,Abdul  John,abdul79@hotmail.com,09/02/2022,87.69,NIGERIA
141,Daniel   Rahman,daniel47@yahoo.com,09-10-2023,220.54,Kenya
033,Mike  Mensah,mike63@hotmail.com,2024-04-03,-24.91,South Africa
022,peace   amusa,peace6@company.ng,10-07-2022,510.42,Nigeria
054,Samuel  Khan,,2024-08-04,84.62,GHANA
028,Jennifer   Amusa,jennifer15@company.ng,2021-04-01,519.85,South Africa
176,MaryJohn,maryjohn3@mail.com,2024-22-04,-71.38,Uganda
039,John Smith, john65@gmail.com ,2023-10-12,294.63,nigeria
177,Jane   Mensah,jane20@mail.com,2023-23-08,326.19,GHANA
048,Grace Ali,grace39@mail.com,2022/07/15,329.86,GHANA
167,Musa   Rahman,musa30@company.ng,25/12/21,179.66,ghana
